stage-name,dow,bname,gname,gender,dob,dod,role type,picture pointer,notes,award,,,,
Glenn Langan,1944-1957,Langan,Glenn,M,1917,199x,R:light lead,Am,,,,,,
Harry Langdon,1923-1944,Langdon,Harry,M,1884,1944,R:melancholic,Am,,,,,,
Michael Langdon,1991,Langdon,Michael,F,,1991,R:good guy,Am,,,,,,
Sue Ane Langdon,1961-1980,Langdon,Sue Ane,F,1940,199x,R:lead, comedienne,Am,,,,,
Hope Lange,1956-1979,Lange,Hope,F,1931,199x,R:lead,Am,,,,,,
Jessica Lange,1976-1982,Lange,Jessica,F,1949,199x,R:lead,Am,,,,,,
Frank Langella,1970-1981,Langella,Frank,M,1940,199x,R:lead,Am,,,,,,
Frances Langford,1935-1954,Langford,Frances,F,1914,199x,R:band singer,Am,,,,,,
Lillie Langtry,1913-1913,LeBreton,Emilie Charlotte,F,1853,1929,R:light lead,Am,,,,,,
Angela Lansbury,1944-1983,Lansbury,Angela,F,1925,199x,R:detective,Br,,,,,,
Joi Lansing,1948-1971,Wassmansdoff,Joyce,F,1928,1972,R:sharp blonde,Am,,,,,,
Robert Lansing,1959-1977,Broom,Robert H.,M,1929,199x,R:cold-eyed, virile lead,Am,,,,,
Mario Lanza,1949-1958,Cocozza,Alfredo,M,1921,1959,R:opera singer,Am,,,,,,
Laurie Lapinski,,,,F,[1],199x,RU:,Un,,,,,,
Laura LaPlante,1921-1957,LaPlante,Laura,F,1904,199x,R:lead,Am,,,,,,
Jane Lapotaire,1969-1975,Lapotaire,Jane,F,1941,199x,R:diminutive,Am-Fr,,,,,,
Rod LaRocque,1917-1941,LaRocque de la Rour,Roderick,M,1896,1969,R:lead in silent films,Am,,,,,,
Erik Larsen,,,,M,[1],199x,RU:,Un,,,,,,
Ham Larsen,,,,M,[1],199x,RU:,Un,,,,,,
Keith Larsen,1952-1960,Larsen,Keith,M,1925,199x,R:secondstring lead,Am,,,,,,
Wolf Larson,1991,,,M,1959,199x,R:jungle boy,Am,,,,,,
Jack LaRue,1934-1976,Biondolillo,Gaspare,M,1927,199x,R:grim-faced, gangster,Am,,,,,
Louise Lasser,1971-1980,Lasser,Louise,F,1939,199x,RU:,Am,,,,,,
Sidney Lassick,,,,M,[1],199x,RU:,Un,,,,,,
Lassie,1943,NONE,Pal,A,19aa,199x,R:dog,Am,,,,,,
Louise Latham,1964-1978,Latham,Louise,F,,,RU:,Am,,,,,,
Frank Latimore,1944-1976,Kline,Frank,M,,199x,R:lead,Am,,,,,,
Matt Lattanzi,,,,M,[1],199x,RU:,Un,,,,,,
Lyle Lattel,,,,M,[1],199x,RU:,Un,,,,,,
Ellen Hamilton Latzen,1988,Latzen,gn,F,[1],199x,R:girl,,,,,,,
Chester Lauck,1940-1942,Lauck,Chester,M,1902,1980,R:hillbilly: Lum,Am,,,,,,
Tom Laughlin,1967-1975,Laughlin,Tom,M,1938,199x,RU:,Am,,,,,,
Charles Laughton,1939,,,M,1899,1962,R:wry,Br,,,,,,
Cyndi Lauper,dow,Lauper,Cynthia,F,1953,199x,R:sr,Am,,,,,,
Carol Laure,,,,F,[1],199x,RU:,Un,,,,,,
Stan Laurel,1915-1974,Jefferson,Arthur Stanley,M,1890,1965,R:thin comic,Br,,,,,,
Laurel and Hardy,1915-1952,Laurel and Hardy,Stan and Oliver,G,na,,R:comics,Br,,,,,,
John Laurie,1935,,,M,,1980,RU:,Un,,,,,,
Piper Laurie,1950-1978,Jacobs,Rosetta,F,1932,199x,R:pert,Am,,,,,,
Ed Lauter,1973-1983,Lauter,Ed,M,1940,199x,R:general purpose,Am,,,,,,
Harry Lauter,1948-1968,Lauter,Harry,M,1920,199x,R:supporting,Am,,,,,,
Daliah Lavi,1963-1972,Lavi,Daliah,F,1940,199x,R:lead,Is,,,,,,
John Phillip Law,1966-1981,Law,John Phillip,M,1937,199x,R:lead,Am,,,,,,
Peter Lawford,1931-1975,Lawford,Peter,M,1923,199x,R:light lead,Br,,,,,,
Jody Lawrence,1951-1962,Goddard,Josephine Lawrence,F,1930,199x,R:lead,Am,,,,,,
Adam Lawrence,,,,M,[1],199x,RU:,Un,,,,,,
Barbara Lawrence,1946-1957,Lawrence,Barbara,F,1928,199x,R:wise-cracking,Am,,,,,,
Bruno Lawrence,,,,M,[1],199x,RU:,Un,,,,,,
Delphi Lawrence,1954-1967,Lawrence,Delphi,F,1927,199x,RU:,Br-Hu,,,,,,
Florence Lawrence,1909-1920,Lawrence,Florence,F,1886,1938,R:lead, silent screen,Am,,,,,
Gertrude Lawrence,1929-1950,Lawrence-Klasen,Alexandra Dagmar,F,1898,1952,R:vivacious,Br,,,,,,
Marc Lawrence,1933-1976,Goldsmith,Max,M,1910,199x,R:Italian ganster,Am,,,,,,
Steve Lawrence,,,,M,[1],199x,RU:,Un,,,,,,
Leigh Lawson,1974-1978,Lawson,Leigh,M,1944,199x,R:light lead,Br,,,,,,
Wilfrid Lawson,1936-1966,Worsnop,Wilfrid,M,1900,1966,R:character,Br,,,,,,
Frank Lawton,1928-1957,Lawton,Frank,M,1904,1969,R:charming but undynamic,Br,,,,,,
George Lazenby,1969-1978,Lazenby,George,M,1939,199x,R:good-looking lead,Au,,,,,,
Robin Leach,,,,M,[1],199x,RU:,Un,,,,,,
Rosemary Leach,,,,F,[1],199x,RU:,Un,,,,,,
Cloris Leachman,1954-1981,Leachman,Cloris,F,1926,1998x,R:character,Am,,,,,,
Zarah Leander,1927-1954,bn,gn,F,1907,1981,R:dark-voived singer,Sw,,,,,,
Michael Learned,1972-1981,Learned,Michael,M,1939,199x,R:motherly,Am,,,,,,
JeanPierre Leaud,1959-1979,Léaud,Jean-Pierre,M,1944,199x,R:lead,Fr,,,,,,
Stanley Leavitt,,,,M,[1],199x,RU:,Un,,,,,,
Kelly LeBrock,1984,LeBrock,Kelly,F,[1],199x,R:model,Am,,,,,,
Francis Lederer,1928-1959,Lederer,Francis,M,1906,199x,R:lead,Cz,,,,,,
Otto Lederer,,,,M,[1],199x,RU:,Un,,,,,,
Anna Lee,1932-1967,Winnifrith,Joanna,F,1914,199x,R:lead,Br,,,,,,
Berlinda Lee,1954-1961,Lee,Berlinda,F,1935,1961,R:blonde starlet,Br,,,,,,
Bill Lee,1987-1990,Lee,Bill,M,1928,,R:musician,Am,,,,,,
Bernard Lee,1935-1979,Lee,Bernard,M,1908,1981,R:agent, sergeant,Br,,,,,
Brandon Lee,1991,Lee,Brandon,M,1964,1992,R:martial-arts fighter,Am,,,,,,
Bruce Lee,1969-1979,Lee,Bruce,M,1940,1973,R:diminutive martial-arts fighter,Am,,,,,,
Canada Lee,1943-1952,Canegata,Lionel,M,1907,1952,R:black,Am,,,,,,
Carl Lee,,,,M,[1],199x,RU:,Un,,,,,,
China Lee,,,,F,[1],199x,R:sexy,,,,,,,
Christopher Lee,1947-1983,Lee,Christopher,M,1922,199x,R:sinister,Br,,,,,,
Cinque Lee,1989,Lee,Cinqué,,[1],199x,RU:,Am,,,,,,
Cynthia Lee,,,,F,[1],199x,RU:,Un,,,,,,
Davey Lee,1928-1930,Lee,Davey,M,1925,199x,R:child actor,Am,,,,,,
Dixie Lee,1924-1935,Wyatt,Wilma,F,1911,1952,R:lead,Am,,,,,,
Dorothy Lee,1929-1939,Lee,Dorothy,F,1911,199x,R:lead,Am,,,,,,
Gypsy Rose Lee,1937-1966,Hovick,Louise,F,1913,1970,R:burlesque queen,Am,,,,,,
Joie Lee,1987-1990,Lee,Joie,F,[1],199x,RU:,Am,,,,,,
Mark Lee,,,,M,[1],199x,RU:,Un,,,,,,
Michele Lee,1967-1980,Dusiak,Michele,F,1942,199x,R:lead,Am,,,,,,
Robbie Lee,,,,,[1],199x,RU:,Un,,,,,,
Pinky Lee,,,,M,[1],199x,R:cowboy,,,,,,,
Spike,1987-1990,Lee,Spike,M,[1],199x,R:hep,Am,,,,,,
Richard Leech,1955-1966,McClelland,Richard,M,1922,199x,R:officer,Br,,,,,,
Andrea Leeds,1936-1939,Lees,Antoinette,F,1914,199x,R:lead,Am,,,,,,
Thelma Leeds,1936-193,Leeds,Thelma,F,1914,199x,R:singer,Am,,,,,,
Roger Leenhardt,,,,M,[1],199x,RU:,Un,,,,,,
Eva leGallienne,1959,Eva,le Gallienne,F,,1991,R:sr,Ct,,,,,,
Beatrix Lehman,,,,F,[1],199x,RU:,Un,,,,,,
Fritz Leiber,1935-1948,Leiber,Fritz,M,1883,1949,R:Shakespearean,Am,,,,,,
Ron Leibman,1972-1981,Leibman,Ron,M,1937,199x,R:character,Am,,,,,,
Don Leifert,,,,M,[1],199x,RU:,Un,,,,,,
Janet Leigh,1960,Morrison,Jeanette,F,1927,199x,R:heroine,Am,,,,,,
Jennifer Jason Leigh,1982-1990,Morrow,Jennifer,F,1961,199x,R:vice maiden victim,Am,,,,,,
Vivien Leigh,1934-1965,Hartley,Vivien,F,1913,1967,R:beauty,Br,,,,,,
Barbara LeighHunt,1953-1972,Leigh-Hunt,Barbara,F,1935,199x,R:character,Br,,,,,,
Margaret Leighton,1948-1975,Leighton,Margaret,F,1922,1976,R:lead,Br,,,,,,
Tom Leindecker,,,,M,[1],199x,RU:,Un,,,,,,
Frederick Leister,1930-1963,Leister,Frederick,M,1885,1970,R:character,Br,,,,,,
Donovan Leitch,1993,Leitch,Donovan,M,19aa,199x,R:sr,Ct,,,,,,
Virginia Leith,1954-1977,Leith,Virginia,F,1932,199x,R:lead,Am,,,,,,
Paul LeMat,1974-1983,Le Mat,Paul,M,1952,199x,R:lead,Am,,,,,,
Harvey Lembeck,1951-1977,Lembeck,Harvey,M,1925,1982,R:character,Am,,,,,,
Michael Lembeck,,,,M,[1],199x,RU:,Un,,,,,,
Jack Lemmon,1953-1982,Lemmon,Jack,M,1925,199x,R:comedian lead,Am,,,,,,
Meadowlark Lemon,,,,,[1],199x,RU:,Un,,,,,,
John Lennon,,,,M,[1],199x,RU:,Un,,,,,,
Jean Lenoir,,,,F,[1],199x,RU:,Un,,,,,,
Rula Lenska,1973-1976,Lenska,Rula,F,,199x,R:lead,Br,,,,,,
Leib Lensky,,,,M,[1],199x,RU:,Un,,,,,,
Lotte Lenya,1931-1977,Blamauer,Caroline,F,1899,1981,R:character,Os,,,,,,
Kay Lenz,1973-1979,Lenz,Kay,F,1953,199x,R:lead,Am,,,,,,
Rick Lenz,1970-1976,Lenz,Rick,M,1939,199x,RU:,Am,,,,,,
Valerie Leon,1967-1978,Leon,Valerie,F,,,R:lead,Br,,,,,,
Murray Leonard,1944-1955,Leonard,Murray,M,1898,1970,R:burlesque comedian,Am,,,,,,
Sheldon Leonard,1939-1978,Bershad,Sheldon,M,1907,199x,R:Runyonesque gansters,Am,,,,,,
Tea Leoni,1998,Leoni,Téa,F,,199x,RU:,Un,,,,,,
Michael Lerner,1970-1983,Lerner,Michael,M,,,R:character,Am,,,,,,
Madeleine Leroux,1919,Leroux,Madeleine,,,,RU:,Fr,,,,,,
Joan Leslie,1936-1976,Brodell,Joan,F,1925,199x,R:pert, pretty lead dancer,Am,,,,,
Bob Lesser,,,,M,[1],199x,RU:,Un,,,,,,
Bruce Lester,1934-1954,Lister,Bruce,M,1912,199x,R:lead,SA,,,,,,
Buddy Lester,,,,M,[1],199x,RU:,Un,,,,,,
Mark Lester,1964-1977,Lester,Mark,M,1958,199x,R:innocent-looking child,Br,,,,,,
Al Lettieri,1968-1975,Lettieri,Al,M,1927,1975,RU:,Am,,,,,,
Oscar Levant,1929-1955,Levant,Oscar,M,1906,1972,R:grouchy, neurotic,Am,,,,,
Sam Levene,1936-1979,Levene,Sam,M,1905,1980,R:Runyonesque roles,Am,,,,,,
David Lewis,,,,M,[1],199x,RU:,Un,,,,,,
Diana Lewis,1934-1943,Lewis,Diana,F,1915,199x,R:lead,Am,,,,,,
Fiona Lewis,1967-1975,Lewis,Fiona,F,1946,199x,R:lead,Br,,,,,,
Geoffrey Lewis,,,,M,[1],199x,RU:,Un,,,,,,
Jenny Lewis,,,,F,1975,199x,RU:,Un,,,,,,
Jerry Lewis,1949-1983,Lewis,Joseph,M,1926,199x,R:goon,Am,,,,,,
Jerry Lee Lewis,,,,M,[1],199x,RU:,Un,,,,,,
Joe Lewis,1981,,,M,[1],199x,RU:,Un,,,,,,
Ronald Lewis,1955-1974,Lewis,Ronald,M,1928,1982,R:lead,Br,,,,,,
Sheldon Lewis,1915-1936,Lewis,Sheldon,M,1868,1958,R:character,Am,,,,,,
Edward Lexy,1937-1958,Little,Edward Gerald,M,1897,199x,R:character,Br,,,,,,
Viola Leyel,,,,F,[1],199x,RU:,Un,,,,,,
John Leyton,1963-1966,Leyton,John,M,1939,199x,R:dramatic roles,Br,,,,,,
Brian Libby,,,,M,[1],199x,RU:,Un,,,,,,
Liberace,1965,bn,gn,M,,1987,R:singer,Am,,,,,,
Anne Libert,,,,F,[1],199x,RU:,Un,,,,,,
Jeremy Licht,,,,M,[1],199x,RU:,Un,,,,,,
Mitchell Lichtenstein,,,,M,[1],199x,RU:,Un,,,,,,
Anki Liden,,,,F,[1],199x,RU:,Un,,,,,,
Ron Liebman,,,,M,[1],199x,RU:,Un,,,,,,
Lo Lieh,,,,,[1],199x,RU:,Un,,,,,,
Albert Lieven,1937-1965,Lieven,Albert,M,1906,1971,RU:,Ge,,,,,,
Gordon Lightfoot,,,,M,[1],199x,RU:,Un,,,,,,
Beatrice Lillie,1926-1967,Munston,Constance Sylvia,F,1898,1989,R:sharp-faced, mischievous,Br,,,,,
Elmo Lincoln,1914-1919,Linkenhelter,Otto Elmo,M,1889,1952,R:silent hero,Am,,,,,,
Gunnel Lindblom,1956-1971,Lindblom,Gunnel,F,1931,199x,R:lead,Sw,,,,,,
Eric Linden,1932-1939,Linden,Eric,M,1909,199x,R:juvenile lead,Sw-Am,,,,,,
Hal Linden,,Lipshitz,Harold,M,1932,199x,RU:,Am,,,,,,
Jennie Linden,1963-1977,Linden,Jennie,F,1939,199x,R:lead,Br,,,,,,
Cec Linder,1959-1974,Linder,Cec,M,1921,199x,R:character,Ca,,,,,,
Max Linder,1907-1925,Leuvielle,Gabriel,M,1883,1925,R:dapper silent comedian,Fr,,,,,,
Viveca Lindfors,1947-1982,Lindfors,Viveca,F,1920,199x,RU:,Sw,,,,,,
Audra Lindley,1972-1982,Lindley,Audra,F,,199x,R:character,Am,,,,,,
Olga Lindo,1932-1959,Lindo,Olga,F,1898,1968,R:character,Br-No,,,,,,
Margaret Lindsay,1932-1963,Kies,Margaret,F,1910,1981,R:lead,Am,,,,,,
Mark LinnBaker,,,,M,[1],199x,RU:,Un,,,,,,
Léon M. Lion,1932,,,M,[1],199x,RU:,Un,,,,,,
Eugene Lipinski,,,,M,[1],199x,RU:,Un,,,,,,
Dennis Lipscomb,,,,M,[1],199x,RU:,Un,,,,,,
Virna Lisi,1963-1978,Pieralisi,Virna,F,1937,199x,R:voluptuous,It,,,,,,
Francis Lister,1924-1951,Lister,Francis,F,1899,1951,R:character,Br,,,,,,
Moira Lister,1944-1967,Lister,Moira,F,1923,199x,R:lead and character,SA,,,,,,
John Litel,1929-1965,Litel,John,M,1895,1972,R:character,Am,,,,,,
John Lithgow,,,,M,[1],199x,RU:,Un,,,,,,
Ann Little,1918,,,DM,,199x,R:innocent,Am,,,,,,
Cleavon Little,1968-1972,Little,Cleavon,M,1939,1992,R:lithe comedy actor,Am,,,,,,
Lucien Littlefield,1922-1956,Littlefield,Lucien,M,1895,1960,R:character,Am,,,,,,
Jack Livesey,1933-1951,Livesey,Jack,M,1901,1961,RU:,Br,,,,,,
Roger Livesey,1920-1970,Livesey,Roger,M,1906,1976,R:husky-voiced, roguish,Br,,,,,
Sam Livesey,1930-1937,Livesey,Sam,M,1873,1936,RU:,Br,,,,,,
Margaret Livingston,1918-1934,Livingston,Margaret,F,1900,199x,R:silent lead,Am,,,,,,
Stanley Livingston,,,,M,[1],199x,RU:,Un,,,,,,
Desmond Llewellyn,,,,M,[1],199x,RU:,Un,,,,,,
Christopher Lloyd,,,,M,[1],199x,RU:,Un,,,,,,
Doris Lloyd,1930-1967,Lloyd,Doris,F,1899,1968,R:lady,Br,,,,,,
Emily Lloyd,1987,Lloyd,Emily,F,[1],199x,R:sexy,Br,,,,,,
Harold Lloyd,1921-1947,Lloyd,Harold,M,1893,1971,R:timid bespectacled `nice' boy,Am,,,,,,
Kathleen Lloyd,,,,F,[1],199x,RU:,Un,,,,,,
Norman Lloyd,1932-1982,Lloyd,Norman,M,1914,1995+,R:mean,Br,,,,,,
Charles Lloyd-Pack,1951-1972,Pack,Charles,M,1905,199x,R:self-effacing roles,Br,,,,,,
Tony LoBianco,1970,LoBianco,Tony,M,,199x,R:character,Am,,,,,,
Philip Locke,,,,M,[1],199x,RU:,Un,,,,,,
Sondra Locke,1976-1990,Locke,Sondra,F,1947,199x,R:lead,Am,,,,,,
Calvin Lockhart,1968-1974,Lockhart,Calvin,M,1934,199x,R:lead,W. In,,,,,,
Gene Lockhart,1922-1957,Lockhart,Gene,M,1891,1957,R:musician, genial, shifty parts,Ca,,,,
June Lockhart,1940-1968,Lockhart,June,F,1925,199x,R:supporting,Am,,,,,,
Kathleen Lockhart,1936-1954,Lockhart,Kathleen,F,1893,1978,R:character,Am,,,,,,
Heather Locklear,,,,F,[1],199x,RU:,Un,,,,,,
Gary Lockwood,1961-1977,Yusolfsky,John Gary,M,1937,199x,R:lead,Am,,,,,,
Margaret Lockwood,1935-1976,Day,Margaret,F,1916,1990,R:durable, indomitable,Br,,,,,
Barbara Loden,1981,Loden,Barbara,F,,1980,R:sr,Ct,,,,,,
John Loder,1929-1958,Lowe,John,M,1898,1988,R:lead,Br,,,,,,
David Lodge,1956-1974,Lodge,David,M,1922,199x,R:character,Br,,,,,,
John Lodge,1932-1939,Lodge,John,M,1903,199x,R:lead,Am,,,,,,
Jaqueline Logan,,,,F,[1],199x,RU:,Un,,,,,,
Robert F. Logan,1969-1978,Logan,Robert,M,,199x,R:brawny hero,Am,,,,,,
Robert Loggia,1956-1983,Loggia,Robert,M,1930,199x,R:lead,Am,,,,,,
Marie Lohr,1932-1956,Lohr,Marie,F,1890,1975,R:distinguished,Au,,,,,,
Gina Lollobrigida,1947-1976,Lollobrigida,Gina,F,1927,199x,R:wholesome sexpot,It,,,,,,
Herbert Lom,1940-1983,BN{Kuchacevich ze Schluderpacheru,FN{Herbert Charles Angelo,M,1917,199x,R:villain or kind,Cz,,,,,,
Herbert Lomas,1932-1953,Lomas,Herbert,M,1887,1961,R:gaunt, hollow-voiced,Br,,,,,
Karina Lombard,1993,Lombard,Karina,F,1969,199x,R:sexy,Am,,,,,,
Carole Lombard,1921-1942,Peters,Jane,F,1908,1942,R:charming screwball,Am,,,,,,
Sol Lomita,,,,M,[1],199x,RU:,Un,,,,,,
Julie London,1926,Peck,Julie,F,1926,199x,R:singer,Am,,,,,,
John Lone,,,,M,[1],199x,RU:,Un,,,,,,
Audrey Long,1944-1952,Long,Audrey,F,1924,199x,R:lead,Am,,,,,,
Avon Long,,,,M,[1],199x,RU:,Un,,,,,,
Richard Long,1944-1973,Long,Richard,M,1927,1974,R:lead,Am,,,,,,
Shelley Long,,,,,[1],199x,RU:,Un,,,,,,
Walter Long,1916-1937,Long,Walter,M,1879,1952,R:burly, evil-faced,Am,,,,,
John Longden,1929-1960,Longden,John,M,1900,199x,R:lead, character,Br,,,,,
Terence Longden,1952-1965,Longden,Terence,M,1922,199x,R:secondary roles,Br,,,,,,
Claudine Longet,,,,F,[1],199x,RU:,Un,,,,,,
Ray Lonnen,,,,M,[1],199x,RU:,Un,,,,,,
Michel Lonsdale,1960-1982,Lonsdale,Michael,M,1931,199x,R:chubby character,Fr,,,,,,
Richard Loo,1931-1971,Loo,Richard,M,1903,1983,R:oriental roles,Am(Ha-Ch),,,,,,
Herbert Loom,,,,M,[1],199x,RU:,Un,,,,,,
Nancy Loomis,,,,F,[1],199x,RU:,Un,,,,,,
Rod Loomis,,,,F,[1],199x,RU:,Un,,,,,,
Gerry Lopez,,,,,[1],199x,RU:,Un,,,,,,
Perry Lopez,,,,M,[1],199x,RU:,Un,,,,,,
Trini Lopez,1966-1973,Lopez,Trini,M,1933,199x,R:character,Am,,,,,,
Gail Lorber,,,,F,[1],199x,RU:,Un,,,,,,
Jack Lord,1951-1979,Ryan,John Joseph,M,1922,199x,R:craggy-faced,Am,,,,,,
Marjorie Lord,1938-1966,Lord,Marjorie,F,1922,199x,R:lead,Am,,,,,,
Pauline Lord,1935-1936,Lord,Pauline,F,1890,1950,RU:,Am,,,,,,
Traci Lords,1980-1990,,,F,[1],199x,R:porn,,,,,,,
Tony Lorea,,,,M,[1],199x,RU:,Un,,,,,,
Sophia Loren,1953-1980,Scicoloni,Sophia,F,1934,199x,R:sexy,It,,,,,,
Marion Lorne,1951-1968,MacDougal,M.L.,F,1886,1968,R:character comedienne,Am,,,,,,
Peter Lorre,1929-1964,Löwenstein,Laszlo,M,1904,1964,R:heavy,Hu,,,,,,
Joan Lorring,1941-1954,Ellis,Magdalen,F,1926,199x,R:nasty teenager,Br-Ru,,,,,,
Tilly Losch,1936-1946,Losch,Tilly,F,1901,1975,R:exotic dancer,Os,,,,,,
Bill Louie,,,,M,[1],199x,RU:,Un,,,,,,
Joe Louis,,,,M,[1],199x,RU:,Un,,,,,,
Willard Louis,,,,M,[1],199x,RU:,Un,,,,,,
Anita Louise,1930-1956,Fremault,Anita Louise,F,1915,1970,R:gentle roles,Am,,,,,,
Tina Louise,1958-1978,Louise,Tina,F,1934,199x,R:statuesque lead,Am,,,,,,
Bessie Love,1915-1976,Horton,Juanita,F,1898,1986,R:vivacious, petite,Am,,,,,
Montagu Love,1916-1944,Love,Montagu,M,1877,1943,R:heavily built, stern father,Br,,,,,
Phyllis Love,,,,F,[1],199x,RU:,Un,,,,,,
Frank Lovejoy,1948-1958,Lovejoy,Frank,M,1912,1962,R:tough roles,Am,,,,,,
Linda Lovelace,1972,Marchiano,Linda,F,1952,199x,R:lead, porno,Am,,,,,
Dyson Lovell,,Lovell,Dyson,M,,199x,R:ty,Br,,,,,,
Raymond Lovell,1934-1953,Lovell,Raymond,M,1900,1953,R:pompous or sinister,Ca,,,,,,
Lyle Lovett,1990-1998,Lovett,Lyle,M,1958,199x,R:Agt,US,,,,,,
Arthur Lowe,1948-1979,Lowe,Arthur,M,1914,1982,R:rotund,Br,,,,,,
Edmund Lowe,1917-1960,Lowe,Edmund,M,1890,1971,R:suave lead,Am,,,,,,
Rob Lowe,,,,M,[1],199x,RU:,Un,,,,,,
Carrie Lowell,,Lowell,Carey,F,1964,199x,RU:,Am,,,,,,
Robert Lowery,1937-1966,Hanks,R.L.,M,1916,1971,R:lead,Am,,,,,,
Lynn Lowry,,,,F,[1],199x,RU:,Un,,,,,,
Morton Lowry,1939-1945,Lowry,Morton,M,1908,199x,R:character,Br,,,,,,
Myrna Loy,1926-1981,Williams,Myrna,F,1905,1993,R:villain, comedy, warm,Am,,,,
Lisa Lu,,,,F,[1],199x,RU:,Un,,,,,,
Antonella Lualdi,1952-1975,dePasquale,Antoinetta,F,1931,199x,R:lead,It,,,,,,
Arthur Lucan,1935-1952,Towle,Arthur,M,1887,1954,R:comedian,Br,,,,,,
Lisa Lucas,,,,F,[1],199x,RU:,Un,,,,,,
Wilfred Lucas,1955-1963,Lucas,Wilfred,M,1926,199x,R:lead,Br,,,,,,
Deborah Luce,,,,F,[1],199x,RU:,Un,,,,,,
Corinne Luchaire,1938-1938,Luchaire,Corinne,F,1921,1950,RU:,Fr,,,,,,
Laurence Luckinbill,1970-1980,Luckinbill,Laurence,M,1934,199x,R:lead,Am,,,,,,
Charles Ludlam,1971,Ludlam,Charles,M,19aa,1987,R:sr,Ct,,,,,,
Lorna Luft,,,,F,[1],199x,RU:,Un,,,,,,
Bela Lugosi,1923-1956,Blasko,Bela Ferenc,M,1882,1956,R:dracula,Hu,,,,,,
Paul Lukas,1928-1968,Lukacs,Pal,M,1887,1971,R:suave lead,Hu,,,,,,
Jorge Luke,,,,M,[1],199x,RU:,Un,,,,,,
Keye Luke,1934-1978,Luke,Keye,M,1904,1991,RU:,Ch-Am,,,,,,
Aldrick Lukes,,,,M,[1],199x,RU:,Un,,,,,,
Folco Lulli,1947-1966,Lulli,Folco,M,1912,1970,R:character,It,,,,,,
Lulu,1965-1972,Lawrie,Marie,F,1948,199x,R:pop singer,Br,,,,,,
Joanna Lumley,1968-1983,Lumley,Joanna,F,1946,199x,R:lead,Br,,,,,,
Dayton Lummis,1952-1956,Lummis,Dayton,M,1903,199x,R:character,Am,,,,,,
Barbara Luna,1960-1969,Luna,Barbara,F,1937,199x,R:beautiful foreigners,Am,,,,,,
Art Lund,1968,London,Arthur,M,1915,1990,R:big,,,,,,,
John Lund,1946-1960,Lund,John,M,1913,1992,R:stodgy,Am,,,,,,
Alfred Lunt,1923-1943,Lund,Alfred,M,1892,1977,R:distinguished,Am,,,,,,
Ida Lupino,1933-1976,Lupino,Ida,F,1914,199x,R:fraught attractive,Br,,,,,,
Stanley Lupino,1932-1939,Lupino,Stanley,M,1893,1932,R:comedian,Br,,,,,,
Paul Lupone,,,,M,[1],199x,RU:,Un,,,,,,
Alfred Lutter,,,,M,[1],199x,RU:,Un,,,,,,
Thuy An Luu,1981,,,F,1967,199x,R:tootsie,,,,,,,
Jimmy Lydon,1938-1958,Lydon,James,M,1923,199x,R:gangling,Am,,,,,,
Viola Lyel,1930-1956,Lyel,Viola,F,1900,1972,R:comedy actress,Br,,,,,,
Alfred Lynch,1961-1968,Lynch,Alfred,M,1933,199x,R:cockney private,Br,,,,,,
Richard Lynch,1973-1982,Lynch,Richard,M,1936,199x,R:haughty evil,Am,,,,,,
Paul Lynde,1953-1973,Lynde,Paul,M,1926,1982,R:flustered funny-voiced,Am,,,,,,
Robert Lynen,1932-1938,Lynen,Robert,M,1921,1944,R:child,Fr,,,,,,
Carol Lynley,1958-1983,Lynley,Carol,F,1942,199x,R:clean,Am,,,,,,
Ann Lynn,1960-1969,Lynn,Ann,F,1934,199x,RU:,Br,,,,,,
Diana Lynn,1939-1971,Loehr,Dolores,F,1926,1971,R:pert, witty,Am,,,,,
Jeffrey Lynn,1938-1967,Lind,Ragnar,M,1909,199x,R:varied,Am,,,,,,
Leni Lynn,1943-1946,Lynn,Leni,F,1925,199x,R:singer,Am,,,,,,
Ralph Lynn,1930-1937,Lynn,Ralph,M,1882,1964,R:silly monocled ass,Br,,,,,,
Sharon Lynn,1929-1941,Lynn,Sharon,F,1910,1963,R:lead,Am,,,,,,
Vera Lynn,1944-1945,Lynn,Vera,F,1921,199x,R:singer,Br,,,,,,
Ben Lyon,1919-1954,Lyon,Ben,M,1901,1979,R:amiable,Am,,,,,,
Sue Lyon,1962-1978,Lyon,Sue,F,1946,199x,R:sexy juvenile,Am,,,,,,
Tom Lyons,,,,M,[1],199x,RU:,Un,,,,,,
Bert Lytell,1917-1943,Lytell,Bert,M,1888,1954,R:silent lead,Am,,,,,,
James MacArthur,1957-1979,MacArthur,James,M,1937,199x,R:lead,Am,,,,,,
Ralph Macchio,,,,M,[1],199x,RU:,Un,,,,,,
Simon MacCorkindale,1978-1983,MacCorkindale,Simon,M,1952,199x,R:lead,Br,,,,,,
J.Farrell MacDonald,1931-1951,MacDonald,J.Farrell,M,1875,1952,R:character,Am,,,,,,
Jeanette MacDonald,1929-1932,MacDonald,Jeanette,F,,199x,R:sweet,Am,,,,,,
Andie MacDowell,,,,,[1],199x,RU:,Un,,,,,,
Niall MacGinnis,1935-1969,MacGinnis,Niall,M,1913,199x,RU:,Ir,,,,,,
Jack MacGowran,1952-1973,MacGowran,Jack,M,1916,1973,R:mean, sharp-featured,Ir,,,,,
Ali MacGraw,1968-1983,MacGraw,Alice,F,1938,199x,R:lead,Am,,,,,,
