AA,title,actor,type,role
LoK50,Dangerous Mission,William Bendix,Und,RU:
LoK50,Dangerous Mission,Walter Reed,Und,RU:
LOl1,Henry V,Laurence Olivier,Rul,"R:king ""Henry V"""
LOl1,Henry V,Robert Newton,Und,"RN:""Ancient Pistol"""
LOl1,Henry V,Leslie Banks,Und,RU:
LOl1,Henry V,Esmond Knight,Und,"R:captain ""Fluellen"""
LOl1,Henry V,Reneé Asherson,Und,R:Katherine of France
LOl1,Henry V,George Robey,Und,"RN:""Sir John Falstaff"""
LOl1,Henry V,Leo Genn,Und,R:constable
LOl1,Henry V,Freda Jackson,Und,"RN:""Mistress Quickly"""
LOl1,Henry V,Ernest Thesiger,Und,"R:ambassador, duke ""of Berry"""
LOl1,Henry V,Ivy StHelier,Und,"R:maid ""Alice"""
LOl1,Henry V,Ralph Truman,Und,RU:
LOl1,Henry V,Janet Burnett,Und,"R:queen ""Isabel"""
LOl1,Henry V,Harcourt Williams,Und,"R:king ""Charles VI of France"""
LOl1,Henry V,Max Adrian,Und,"R:prince ""The Dauphine"""
LOl1,Henry V,Felix Aylmer,Und,RU:
LOl1,Henry V,John Laurie,Und,"R:captain ""Jamie"""
LOl1,Henry V,Frederick Cooper,Und,R:corporal
LOl1,Henry V,Jonathan Field,Und,R:French messenger
LOl1,Henry V,Russell Thorndike,Und,"R:duke ""of Bourbon"""
LOl1,Henry V,Francis Lister,Und,"R:duke ""of Orleans"""
LOl1,Henry V,Valentine Dyall,Und,"R:duke ""of Burgundy"""
LOl1,Henry V,Roy Emerton,Und,"RN:""Lt. Randolph"""
LOl2,Hamlet,Laurence Olivier,Und,"R:prince ""Hamlet"""
LOl2,Hamlet,Jean Simmons,Und,"R:princess ""Ophelia"""
LOl2,Hamlet,Eileen Herlie,Und,R:queen
LOl2,Hamlet,Basil Sidney,Rul,R:king
LOl2,Hamlet,Stanley Holloway,Und,R:gravedigger
LOl2,Hamlet,Norman Wooland,Und,"R:friend ""Horatio"""
LOl2,Hamlet,Felix Aylmer,Und,"RN:""Polonius"""
LOl2,Hamlet,Terence Morgan,Und,"RN:""Laertes"""
LOl2,Hamlet,Esmond Knight,Und,"RN:""Bernardo"""
LOl2,Hamlet,Anthony Quayle,Und,"RN:""Marcellus"""
LOl3,Richard III,Laurence Olivier,Rul,"R:malevolent king ""Richard III"""
LOl3,Richard III,Ralph Richardson,Und,"R:assistant ""Buckingham"""
LOl3,Richard III,John Gielgud,Und,RU:
LOl3,Richard III,Cedric Hardwicke,Und,RU:
LOl3,Richard III,Claire Bloom,Und,R:beloved
LOl3,Richard III,Stanley baker,Und,RU:
LOl3,Richard III,Norman Wooland,Und,RU:
LOl3,Richard III,Pamela brown,Und,RU:
LOl3,Richard III,Alec Clunes,Und,RU:
LOl3,Richard III,John Laurie,Und,RU:
LOl3,Richard III,Helen haye,Und,RU:
LOl3,Richard III,Michael Gough,Und,RU:
LOl3,Richard III,Esmond Knight,Und,RU:
LOl4,The Prince and the Showgirl,Laurence Olivier,Und,R:Carpathian prince
LOl4,The Prince and the Showgirl,Marilyn Monroe,lov,R:showgirl
LOl4,The Prince and the Showgirl,Sybil Thorndyke,Rul,"R:imperious mother, queen"
LOl4,The Prince and the Showgirl,Richard Wattis,Und,R:prissy minister
LOl4,The Prince and the Showgirl,Jeremy Spenser,Und,R:priggish son
LOl4,The Prince and the Showgirl,Esmond Knight,Und,RZ:aide-de-camp
LOl4,The Prince and the Showgirl,Rosamund Greenwood,Und,RU:
LOl4,The Prince and the Showgirl,Maxine Audley,Und,RU:
LoM2,The Marriage Playground,Mary Brian,Und,"R:eldest daughter, falls for oder man"
LoM2,The Marriage Playground,Fredric March,Und,R:older man
LoM2,The Marriage Playground,Huntley Gordon,Und,R:living-it-up father
LoM2,The Marriage Playground,Lilyan Tashman,Und,R:living-it-up mother
LoM2,The Marriage Playground,Kay Francis,Und,RU:
LoM2,The Marriage Playground,William Austin,Und,RU:
LoM2,The Marriage Playground,Seena Owen,Und,RU:
LoM2,The Marriage Playground,Jocelyn Lee,Und,RU:
LoM2,The Marriage Playground,David Newell,Und,RU:
LoM2,The Marriage Playground,Anita Louise,Und,R:daughter
LoM2,The Marriage Playground,Mitzi Green,Und,R:daughter
LoM2,The Marriage Playground,Phillippe DeLacey,Und,R:son
LoM6,Payment Deferred,Charles Laughton,Und,"R:desperate, poisons weaalthy nephew"
LoM6,Payment Deferred,Maureen OSsullivan,Und,RU:
LoM6,Payment Deferred,Ray Milland,Und,RU:
LoM6,Payment Deferred,Dorothy Peterson,Und,RU:
LoM6,Payment Deferred,Veree Teasdale,Und,RU:
LoM6,Payment Deferred,Billy Bevan,Und,RU:
LoM6,Payment Deferred,Halliwell Hobbes,Und,RU:
LoM10,Jew Suss,Conrad Veidt,Und,RU:
LoM10,Jew Suss,Benita Hume,Und,RU:
LoM10,Jew Suss,Frank Vosper,Und,RU:
LoM10,Jew Suss,Cedric Hardwicke,Und,RU:
LoM10,Jew Suss,Gerald duMaurier<td Und,RU:,
LoM10,Jew Suss,Pamela Oster,Und,RU:
LoM20,Flight for Freedom,Rosalind Russell,Und,"R:aviatrix ""Amelia Earhart"""
LoM20,Flight for Freedom,Fred MacMurrray,Und,R:suitor
LoM20,Flight for Freedom,Herbert Marshall,Und,RU:
LoM20,Flight for Freedom,Eduardo Cianelli,Und,RU:
LoS2,She Done Him Wrong,Mae West,Und,R:saloon keeper
LoS2,She Done Him Wrong,Cary Grant,Und,R:undercover cop
LoS2,She Done Him Wrong,Owen Moore,Und,RU:
LoS2,She Done Him Wrong,Gilbert Roland,Und,RU:
LoS2,She Done Him Wrong,Noah Beery,Und,RU:
LoS2,She Done Him Wrong,David Landau,Und,RU:
LoS2,She Done Him Wrong,Rafaela Ottiano,Und,RU:
LoS2,She Done Him Wrong,Rochelle Hudson,Und,RU:
LoS2,She Done Him Wrong,Dewey Robinson,Und,RU:
LoS3,Morning Glory,Katherine Hepburn,Und,"R:aggressive aspiring actress ""Eva Lovelace"""
LoS3,Morning Glory,Douglas Fairbanks jr.,Und,RU:
LoS3,Morning Glory,Adolphe Menjou,Und,RU:
LoS10,Born to Be Bad,Loretta Young,Und,R:seducer
LoS10,Born to Be Bad,Cary Grant,Und,RU:
LoS10,Born to Be Bad,Jackie Kelk,Und,RZ:adopted son
LoS10,Born to Be Bad,Henry Travers,Und,RU:
LoS10,Born to Be Bad,Russell Hopton,Und,RU:
LoS10,Born to Be Bad,Andrew Tombes,Und,RU:
LoS10,Born to Be Bad,Harry Green,Und,RU:
LoW5,Where are My Children,Tyrone Power,Und,R:husband
LoW5,Where are My Children,Helen Riaume,Und,"R:wife, has abortion"
LoW5,Where are My Children,Marje Walcamp,Und,RU:
LoW5,Where are My Children,Cora Drew,Und,RU:
LoW5,Where are My Children,Juan DeLaCruz,Und,RZ:abortion doctor
LoW10,The Dumb Girl of Portici,Anna Pavlova,Und,R:dancer
LoW11,"The Juvenile Dancer Supreme, Lena Basquette in a Group of Classical Dances",Lina Basquette,Und,R:dancer
LoW12,The Dance of Love,Lina Basquette,Und,R:dancer
LoW14,Shoes,Lina Basquette,Und,R:dancer
LPe3,"Goodbye, Columbus",Richard Benjamin,Und,RU:
LPe3,"Goodbye, Columbus",Ali McGraw,Und,RU:
LPe3,"Goodbye, Columbus",Jack Klugman,Und,RU:
LPe7,Ash Wednesday,Elizabeth Taylor,Und,"R:ravishing, has cosmetic surgery"
LPe7,Ash Wednesday,Keith Baxter,Und,RU:
LPe7,Ash Wednesday,Helmut Berger,Und,RU:
LPe7,Ash Wednesday,Henry Fonda,Und,RU:
LPe10,TZ:The Bell Jar,Marilyn Hassett,Und,RU:
LPe10,TZ:The Bell Jar,Julie Harris,Und,RU:
LPe10,TZ:The Bell Jar,Barbara Barrie,Und,RU:
LPe10,TZ:The Bell Jar,Anne Bancroft,Und,RU:
LPe15,TZ:Love Child,Amy Madigan,Und,"R:convict, gets pregnant"
LPe15,TZ:Love Child,MacKenzie Phillips,Und,"RZ:prisom guard, father"
LPe15,TZ:Love Child,Beau Bridges,Und,RU:
LPh4,The Red Badge of Courage,Richard Thomas,Und,RU:
LPh10,TZ:The Spell,Lee Grant,Und,RU:
LPh10,TZ:The Spell,James Olson,Und,RU:
LPh10,TZ:The Spell,Susan Myers,Und,RU:
LPh10,TZ:The Spell,Helen Hunt,Und,RU:
LPh15,TZ:Louis Armstrong Chicago Style,Ben Vereen,Und,RU:
LPh15,TZ:Louis Armstrong Chicago Style,Red Buttons,Und,RU:
LPh15,TZ:Louis Armstrong Chicago Style,Margaret Avery,Und,RU:
LPh15,TZ:Louis Armstrong Chicago Style,Janet MacLachian,Und,RU:
LPi10,TZ:Hard to Hold,Rick Springfield,Und,R:self-indulgent rock star
LPi10,TZ:Hard to Hold,Albert Salmi,Und,RU:
LPi10,TZ:Hard to Hold,Janet Eilber,Lov,R:cultered teacher
LPi10,TZ:Hard to Hold,Patti Hansen,Und,RU:
LPi10,Hard to Hold,Bill Mumy,Und,RU:
LPi10,TZ:Hard to Hold,Gregory Itzin,Und,RU:
LPi20,"Queenie, the Star of Calcutta",Kirk Douglas,Und,"R:old hero, deceives"
LPi20,"Queenie, the Star of Calcutta",s a,Und,"RZ:starlet ""Miss Dawn Avalon"""
LPi20,"Queenie, the Star of Calcutta",Sarah Miles,Und,"R:suspect ""Queenie"""
LPi20,"Queenie, the Star of Calcutta",s a,Und,"RZ:husband, return from Tasmania ""Lucien"""
LPi20,"Queenie, the Star of Calcutta",s a,Und,"R:inspector ""Gopal"""
LPi20,"Queenie, the Star of Calcutta",s a,Und,"R:producer, accused"
LPi20,"Queenie, the Star of Calcutta",s a,Und,"RN:""Brunella Ramsey"""
LPi20,"Queenie, the Star of Calcutta",,Und,"RN:""Gopal"""
LPi20,"Queenie, the Star of Calcutta",Chia Sara,Und,"RZ:mother ""Vriekie"""
LPi20,"Queenie, the Star of Calcutta",Claire Bloom,Und,RU:
LPi20,"Queenie, the Star of Calcutta",Martin Balsam,Und,R:kind investor
LPo10,Narayana,s a,Und,"R:unhappy ""Jaques Hebert"""
LPo10,Narayana,Morgan Mady,Und,"RSZ:true friend, loves Jaqueline ""Laurent Canty"""
LPo10,Narayana,Charles Novub,Und,RSZ:Indian thief of statuette
LPo10,Narayana,Miacellis Souty,Und,"RSZ:blonde, loves Jaques, marries Laurent ""Jaqueline """
LPo10,Narayana,Laura Myraya,Und,"RSZ:exotic dancer, loved by Jaques ""Moroussia """
LPo10,Narayana,s a,Und,"RS:lawyer, delivers inheritance ""Bergeron"""
LPo10,Narayana,s a,Und,"R:Jacques' brother in India, exciles thief"
LPs10,Theophilos,s a,Und,"R:itinerant folk painter ""Theophilos Hadjimichael"""
LPu1,Old Gringo,Jane Fonda,Und,R:adventurous spinster
LPu1,Old Gringo,Gregory Peck,Und,"R:ponderous romantic ""'Ambrose Birece'"""
LPu1,Old Gringo,Jimmy Smits,Und,R:young general
LPu1,Old Gringo,Gabriella Roel,Und,R:jovial whore
LQJ10,TZ:A Boy and His Dog,Don Johnson,Und,RU:
LQJ10,TZ:A Boy and His Dog,Jason Robards,Und,RU:
LQJ10,TZ:A Boy and His Dog,Susanne Benton,Und,RU:
LQJ10,TZ:A Boy and His Dog,Alvy Moore,Und,RU:
LrA10,TZ:Carmen,Africa Cyzebes,Vmp,"R:cigarette factory worker, dreams ""Carmen"""
LRF15,Hong Kong,Ronald Reagan,Und,"R:ex-GI,"
thief,,,,
LRF15,Hong Kong,Rhonda Fleming,Und,R:Chinese orphan
LRF15,Hong Kong,Nigel Bruce,Und,R:crook
LRF15,Hong Kong,Marvin Miller,Und,R:skinny crook
LRF15,Hong Kong,Lowell Gilmore,Und,"R:nice old man, murdered"
LRF20,Tropic Zone,s a,Und,R:suspect
LRF20,Tropic Zone,s a,Und,R:planter
LSc10,"TZ:Hey, I'm Alive",Ed Asner,Und,RU:
LSc10,"TZ:Hey, I'm Alive",Sally Struthers,Und,RU:
LSc10,"TZ:Hey, I'm Alive",Milton Selzer,Und,RU:
LSc10,"TZ:Hey, I'm Alive",Hagan Beggs,Und,RU:
LSc10,"TZ:Hey, I'm Alive",Claudine Melgrave,Und,RU:
LSh1,Charlie Chan at the Wax Museum,Sidney Toler,Agn,R:detective
LSh1,Charlie Chan at the Wax Museum,s a,Agn,R:number 2 son
LSh1,Charlie Chan at the Wax Museum,Mark Lawrence,Und,RZ:radio producer
LSh1,Charlie Chan at the Wax Museum,s a,Und,R:radio script girl
LSh1,Charlie Chan at the Wax Museum,s a,Sci,"R:doctor for crooks, museum director"
LSh1,Charlie Chan at the Wax Museum,s a,Und,R:reveniging old lady
LSh1,Charlie Chan at the Wax Museum,s a,Inn,R:guard
LSm10,Tarzan's Magic Fountain,Lex Barker,Und,"R:jungle boy ""Tarzan"""
LSm10,Tarzan's Magic Fountain,Brenda Joyce,Und,RU:
LSm10,Tarzan's Magic Fountain,Albert Dekker,Und,RU:
LSm10,Tarzan's Magic Fountain,Evelyn Ankers,Und,RU:
LSm10,Tarzan's Magic Fountain,Charles Drake,Und,RU:
LSm10,Tarzan's Magic Fountain,Alan Napier,Und,RU:
LSm13,Tarzan and the Slave Girl,Lex Barker,Und,"R:jungle boy ""Tarzan"""
LSm13,Tarzan and the Slave Girl,Vanessa Brown,Und,"R:kidnapped ""Jane"""
LSm13,Tarzan and the Slave Girl,Hurd Hatfield,Und,R:tribal chief
LSm13,Tarzan and the Slave Girl,Robert Alda,Und,"RZ:Chief's son, ill"
LSm13,Tarzan and the Slave Girl,Artur Shields,Und,RU:
LSm13,Tarzan and the Slave Girl,Anthony Caruso,Und,RU:
LSm13,Tarzan and the Slave Girl,Denise Darcel,Und,RU:
LSm13,Tarzan and the Slave Girl,Robert Warwick,Und,RU:
LSm13,Tarzan and the Slave Girl,Eva Gabor,Und,RU:
LSm17,Jungle Man-Eaters,Johnny Weissmuller,Und,"RN:""Jungle Jim"""
LSm17,Jungle Man-Eaters,Karin Booth,Und,RU:
LSt10,Private Property,Kate Manx,Und,R:troubled by beatniks
LSt10,Private Property,Corey Allen,Und,"R:beatnik, pretend gardener"
LSt10,Private Property,Warren Oates,Und,"R:beatnik. suspected gay, drowned"
LSw10,Follow Thru,Charles Rogers,Und,R:pro golfer
LSw10,Follow Thru,Nancy Carroll,Und,R:after golfer
LSw10,Follow Thru,Zelma ONeal,Und,R:after golfer
LSw10,Follow Thru,Jack Haley,Und,RU:
LSw10,Follow Thru,Eugene Pallette,Und,RU:
LSw10,Follow Thru,Thelma Todd,Und,RU:
LTa10,The Edge,Anthony Hopkins,Und,"R:well-meaning billionaire, jealous, stranded with suspect"
LTa10,The Edge,Elle McPherson,Lov,R:supermodel wife
LTa10,The Edge,Alec Baldwin,Sus,"R:fashion photographer, suspect"
LTu10,Marriage of A young Stockbroker,Richard Benjamin,Und,R:philandering stockbroker
LTu10,Marriage of A young Stockbroker,Joanna Shimkus,Und,RU:
LTu10,Marriage of A young Stockbroker,Elizabeth Ashley,Und,RU:
LTu10,Marriage of A young Stockbroker,Adam West,Und,RU:
LTu10,Marriage of A young Stockbroker,Patricia Barry,Und,RU:
LTu10,Marriage of A young Stockbroker,Barbara Morrison,Und,RU:
LTu30,TZ:Second Thoughts,Lucie Arnaz,Und,RU:
LTu30,TZ:Second Thoughts,Ken Howard,Und,RU:
LuB5,Faustus,Eduard Verkade,Und,R:devil
LuB15,Waltztime in Vienna,Anton Walbrook,Und,"R:composer ""Johann Strauss jr."""
LuB20,Pygmalion,Lily Bouwmeester,Und,"R:waif ""Eliza Dolittle"""
LuB20,Pygmalion,Eduard Verkade,Und,"R:professor ""Henry Higgins"""
LuB20,Pygmalion,Johann deMeester,Und,RU:
LuB21,Ergens in Nederland,Lily Bouwmeester,Und,R:waif
LuB21,Ergens in Nederland,Rini Otte,Und,RU:
LuB21,Ergens in Nederland,Max Croiset,Und,RU:
LuC10,The Inland Sea,Donald Ritchie,Voi,R:narrator
LuD1,La Promesse,Oliver Gourmet,Und,"R:scuzzy illegal worker ""Roger"""
LuD1,La Promesse,Jeremie Renier,Und,"R:Roger's son, helps father, becomes protector ""Igor"""
LuD1,La Promesse,Assita Ouedraogo,Und,"R:Hamidou's wife, enters legally ""Assita"""
LuD1,La Promesse,s a,Und,"R:illegal worker, falls, dies ""Hamidou"""
LuD4,Rosetta,Emilie Dequenne,Und,"R:desperate for work ""Rosetta"""
LuH8,Rose-Marie,Joan Crawford,Und,"R:beloved belle ""Rose-Marie"""
LuH10,TZ:Mysterious Island,Lionel Barrymore,Und,RU:
LUl10,Private Confessions,Pernilla August,Und,"R:filmmaker ""Ingmar Bergman"""
LuM10,White Palace,Susan Sarandon,Her,R:coarse older waitress
LuM10,White Palace,James Spader,Lov,"R:yuppie widower, seduced"
LuM10,White Palace,Eileen Brennan,SdK,"R:waitress' sister, palm reader"
LuM13,Born Yesterday,Melanie Griffith,Und,"R:saucy mistress, wants to better herself ""Billie Dawn"""
LuM13,Born Yesterday,John Goodman,Und,"R:jovial millionaire ""Harry Brock"""
LuM13,Born Yesterday,Don Johnson,Und,"R:reporter, teacher, wins mistress ""Paul"""
LuM13,Born Yesterday,Edward Herrmann,Und,RU:
LuM13,Born Yesterday,Max Parrish,Und,RU:
LuM13,Born Yesterday,Nora Dawn,Und,RU:
LuM13,When a Man Loves a Woman,Meg Ryan,Und,"R:charming, alcoholic, troubled"
LuM13,When a Man Loves a Woman,Andy Garcia,Und,R:bewildered husband
LuM13,When a Man Loves a Woman,Lauren Tom,Und,RU:
LuM13,When a Man Loves a Woman,Ellen Burstyn,Und,RU:
LuM16,When a Man Loves a Woman,Tina Majorino,Und,"R:daughter, wary"
LuM16,When a Man Loves a Woman,Mae Whitmman,Und,R:younger daughter
LuP30,The Oak,Maia Morgenstern,Und,"R:daughter of dead party official, wanders"
LuP30,The Oak,Razvan Vasilescu,Und,"R:doctor, survives"
LuR8,Rio Rita,Bebe Daniels,Und,RU:
LuR8,Rio Rita,John Boles,Und,RU:
LuR8,Rio Rita,Burt Wheeler,Und,RU:
LuR8,Rio Rita,Robert Woolsey,Und,RU:
LuR8,Rio Rita,Dorothy Lee,Und,RU:
LuR8,Rio Rita,Don Alvorado,Und,RU:
LuR8,Rio Rita,George Renavent,Und,RU:
LuR10,Hit the Deck,Jack Oakie,Und,R:sailor on leave
LuR10,Hit the Deck,Polly Walker,Und,RU:
LuR10,Hit the Deck,Roger Gray,Und,RU:
LuR10,Hit the Deck,Harry Sweet,Und,RU:
LuV1,Ossessione,Massimo Girotti,Und,"R:vagrant, finds car repair work ""Gino"""
LuV1,Ossessione,Clara Calamai,Und,"R:shop-owners wife, runs away with Gino, returns"
LuV1,Ossessione,Juan deLanda,Und,"R:doltish husband, asks Gino to return, murdered"
LuV1,Ossessione,Elia Marcuzzo,Und,R:gentle prostitute
LuV1,Ossessione,s a,Und,"R:itinerant vendor, supportive, disappointed"
LuV1,Ossessione,s a,Und,R:insurance company investigator
LuV3,Bellisima,Anna Magnani,Und,R:screen-struck mother
LuV3,Bellisima,Tina Apicella,Und,"R:tot, being pushed to screen test"
LuV3,Bellisima,Alessandro Blasetti,Und,"R:director ""Alessandro Blasetti"""
LuV3,Bellisima,Walter Chiari,Und,RU:
LuV3,Bellisima,Gastone Renzelli,Und,RU:
LuV20,Senso,Alida Valli,Und,"R:patriotic countess ""Livia"""
LuV20,Senso,Farley Granger,Und,"R:dreamy, cynical luitenant, occupier ""Franz"""
LuV20,Senso,Massimo Girotti,Und,RU:
LuV20,Senso,Christian Marquand,Und,RU:
LuV30,Rocco and His Brothers,Annie Girardot,Und,"R:prostitute mother ""Rosaria"""
LuV30,Rocco and His Brothers,Alain Delon,Und,R:simple aristocrat brother
LuV30,Rocco and His Brothers,Renato Salvatori,Und,"RZ:forceful brother, loser"
LuV30,Rocco and His Brothers,Katina Paxinou,Und,R:mother
LuV30,Rocco and His Brothers,Paolo Stoppa,Und,RZ:country  brother
LuV30,Rocco and His Brothers,Roger Hanin,Und,RZ:urban  brother
LuV30,Rocco and His Brothers,Claudia Cardinale,Und,RU:
LuV30,Rocco and His Brothers,Suzy Delair,Und,RU:
LuV40,Boccaccio 70,Anita Ekberg,Und,R:won in raffle by artist
LuV40,Boccaccio 70,s a,Und,R:timid artist
LuV40,Boccaccio 70,Romy Schneider,Und,"R:aristocrat's wife, takes job as his mistress"
LuV40,Boccaccio 70,s a,Und,R:aristocrat
LuV40,Boccaccio 70,Sophia loren,Und,"R:poster picture, comes alive, tempts doctor"
LuV40,Boccaccio 70,s a,Und,R:puritanical doctor
LuV50,The Leopard,Burt Lancaster,Und,R:Sicilian prince
LuV50,The Leopard,Alain Delon,Und,R:sly nephew prince
LuV50,The Leopard,Claudia Cardinale,Und,"R:shrewd rich beauty, daughter of don"
LuV50,The Leopard,Paolo Stoppa,Und,R:vulgar mafia don
LuV50,The Leopard,Rina Morelli,Und,R:hysterical princess
LuV50,The Leopard,Romolo Valli,Und,R:priest
LuV50,The Leopard,Olimpia Cavalli,Und,R:mistress
LuV50,The Leopard,Lucilla Morlacchi,Und,"R:passive young princess, rejected"
LuV50,The Leopard,Serge Reggiani,Und,R:organist
LuV50,The Leopard,Guiliano Gemma,Und,R:boring general
LuV60,The Damned,Dirk Bogarde,Und,"R:industrialist, supports nazis"
LuV60,The Damned,Charlotte Rampling,Und,RZ:decadent
LuV60,The Damned,Helmut Berger,Und,R:impersonates Marlene Dietrich
LuV64,Death in Venice,Dirk Bogarde,Und,"R:weary ""Aschenbach, based on Mahler"""
LuV64,Death in Venice,Bjorn Andresen,Und,"R:boy, Aschenbach's love"
LuV64,Death in Venice,Mark Burns,Und,"RN:""Alfred"""
LuV64,Death in Venice,Silvana Mangano,Und,R:boy's mother
LuV64,Death in Venice,Franco Fabrizi,Und,RU:
LuV64,Death in Venice,Romolo Valli,Und,RU:
LuV64,Death in Venice,Marisa Berenson,Und,RU:
LuV64,Death in Venice,Carol Andre,Und,"R:ravishing whore ""Esmeralda"""
LuV68,Ludwig,Helmut Berger,Psy,"R:mad king ""Ludwig II"""
LuV80,The Innocent,Jennifer ONeill,Und,R:ardent countess
LuV80,The Innocent,Giancarlo Giannini,Und,"R:aristocratic liberal, has affair"
LuV80,The Innocent,Laura Antonelli,Und,"R:innocent, mousy, wife, falls for another, nude, excited"
LuV80,The Innocent,Marie Dubois,Und,R:princess
LuV80,The Innocent,Marc Porel,Und,R:novelist
LuV80,The Innocent,Rina Morelli,Und,R:mother
LuV80,The Innocent,Claude Mann,Und,R:prince
LuV80,The Innocent,Massimo Girotti,Und,RU:
LuV80,The Innocent,Didier Haudepin,Und,RU:
LVa10,La Bamba,Lou Diamond Phillips,Und,"R:singer ""Ritchie Valens"""
LVa10,La Bamba,Esai Morales,Und,"R:half-brother ""Bob Morales"""
LVa10,La Bamba,Rosana deSoto,Und,"R:mother ""Connie Valenzuela"""
LVa10,La Bamba,Danielle vonZerneck,Und,"R:Anglo girlfriend ""Donna Ludwig"""
LVa10,La Bamba,Joe Pantoliano,Und,"R:record producer ""Bob Keene"""
LVa10,La Bamba,Elizabeth Pena,Und,RU:
LVa12,Zoot Suit,Danny Valdez,Und,RU:
LvT10,Zentropa,JeanMarc Barr,Und,"R:idealistic American, sleeping car conductor"
LvT10,Zentropa,Ernst Hugo Jaregard,Und,R:uncle
LvT10,Zentropa,Barbara Sukowa,Und,"R:director's daughter, mysterious"
LvT10,Zentropa,Jorgen Reenberg,Und,R:company director
LvT10,Zentropa,Eddie Constantine,Und,R:U.As. Army officer
LvT10,Zentropa,Max vonSydow,Voi,R:narrator
LvT20,Breaking the Waves,Emily Watson,Her,"R:devout wife, becomes whore"
LvT20,Breaking the Waves,Stellan Skarsgard,Vic,R:critically ill husband
LWo10,Endurance,Haile Gebrselassie,Und,"R:runner ""Haile Gebrselassie"""
LwS90,Destry Rides Again,Tom Mix,Und,R:cowboy
LwS130,Charlie Chan in Paris,Warren Oland,Agn,R:detective
LwS130,Charlie Chan in Paris,May Brian,Und,"RZ:dancer, stabbed"
LwS130,Charlie Chan in Paris,Thomas Beck,Und,"R:Banker's son ""Victor"""
LwS130,Charlie Chan in Paris,Erik Rhodes,Und,"R:friend ""Max"""
LwS130,Charlie Chan in Paris,s a,Und,"R:fiancee ""Yvette"""
LwS130,Charlie Chan in Paris,s a,Vil,R:weird murderer
LwS130,Charlie Chan in Paris,s a,Und,R:blackmailer
LwS150,Crime School,Humphrey Bogart,Und,RZ:warden
LwS150,Crime School,Gale Page,Und,RU:
LwS150,Crime School,The Dead End Kids,Und,RU:
LwS160,You Can't Get Away With Murder,Humphrey Bogart,Vil,"R:crook, murderer"
LwS160,You Can't Get Away With Murder,Gale Page,Und,R:innocent sister
LwS160,You Can't Get Away With Murder,Billy Halop,Und,"R:brother, gets involved"
LwS160,You Can't Get Away With Murder,John Litel,Und,R:attorney
LwS160,You Can't Get Away With Murder,Henry Travers,Und,R:old con
LwS160,You Can't Get Away With Murder,Harvey Stephens,Und,"R:suspect, fiancee"
LwS160,You Can't Get Away With Murder,Harold Huber,Und,"R:con, plans escape"
LwS160,You Can't Get Away With Murder,Joe Sawyer,Und,R:con
LwS160,You Can't Get Away With Murder,Joseph Grehan,Und,R:warden
LwS160,You Can't Get Away With Murder,John Ridgeby,Vic,"RZ:gas station attendant, killed"
LwS160,You Can't Get Away With Murder,Herbert Robinson,Und,R:district attorney
LwS160,You Can't Get Away With Murder,George E. Stone,Und,R:hopeful con
LwS160,You Can't Get Away With Murder,Joe Downing,Und,R:con
LwS160,You Can't Get Away With Murder,Joseph King,Rul,R:prison keeper
LwS166,It All Came True,Ann Sheridan,Und,R:boarding house owner
LwS166,It All Came True,Jeffrey Lynn,Und,RU:
