H,title,year,director,producer,studio,process code,category code,awards
RSt106,Shopping for Death,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt107,Place of Shadows,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt108,The Perfect Murder,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt109,Portrait of Jocelyn,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt110,Never Again,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt111,The Gentleman from America,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt112,The Baby Sitter,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt113,The Hidden Thing,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt114,Momentum,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt115,De Mortuis,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt116,None are so Blind,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt117,Toby,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt118,John Brown's Body,1956,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt201,The Big Caper,1957,D:R.Stevens,PN:,SU:,prc,Ctxx,aw
RSt319,Manacled,1957,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt320,Number Twenty-two,1957,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt321,The End of Indian Summer,1957,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt322,One for the Road,1957,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt323,I Killed the Count,1957,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt324,The Hands of Mr. Ottermole,1957,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt325,The Dangerous People,1957,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt326,The Glass Eye,1957,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,Emmy dir
RSt327,Heart of Gold,1957,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
RSt328,Lord Arthur Savile's Crime,1958,D:R.Stevens,P:Hitchcock,"St:Shamley, Shamley,NBC","bnw,TV",Susp,
RSt329,The Motive,1958,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt330,Miss Bracegirdle Does her Duty,1958,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt331,Heartbeat,1958,D:R.Stevens,P:Hitchcock,"St:Shamley,NBC","bnw,TV",Susp,
RSt332,Foghorn,1958,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
RSt333,The Eye of Truth,1958,D:R.Stevens,P:Hitchcock,"St:Shamley,NBC","bnw,TV",Susp,
RSt334,The Canary Sedan,1958,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt335,Don't Interrupt,1958,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt336,Design for Loving,1958,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
RSt337,A Man with a Problem,1958,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
RSt338,Tea Time,1958,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt339,I'll Take Care of You,1959,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
RSt340,The Waxwork,1959,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV","Susp, Docu",
RSt341,The Impossible Dream,1959,D:R.Stevens,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
RSt342,Appointment at Eleven,1959,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
RSt343,Specialty of the House,1959,D:R.Stevens,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
RSt344,The Greatest Monster of Them All,1961,D:R.Stevens,P:Hitchcock,"St:Shamley, NBC","bnw,TV",Susp,
RSt405,I Thank A Fool,1962,D:R.Stevens,PN:,SU:,prc,Ctxx,aw
RSt410,In the Cool of the Day,1963,D:R.Stevens,PN:,SU:,prc,Ctxx,aw
RSt440,"Goodbye, George",1963,D:R.Stevens,P:Hitchcock,"St:Shamley, CBS","bnw,TV",Susp,
RSt441,The Magic Shop,1964,D:R.Stevens,P:Hitchcock,"St:Shamley, CBS","bnw,TV",Susp,
RSt442,The Ordeal of Mrs. Snow,1964,D:R.Stevens,P:Hitchcock,"St:Shamley, CBS","bnw,TV",Susp,
RSt445,Consider Her Ways,1964,D:R.Stevens,P:Hitchcock,"St:Shamley, CBS","bnw,TV","ScFi,Susp",
RSt446,"The Monkey's Paw, A Retelling",1965,D:R.Stevens,P:Hitchcock,"St:Shamley, CBS","bnw,TV",Susp,
SK1,Not as a Stranger,1955,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw
SK2,Pride and the Passion,1957,D:St.Kramer,P:St.Kramer,St:U.A.,Tcol,Advt,H*
SK3,The Defiant Ones,1958,D:St.Kramer,P:St.Kramer,St:U.A.,bnw,Dram,"AAN, AAN dir, H**"
SK4,On the Beach,1959,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw
SK5,Inherit the Wind,1960,D:St.Kramer,P:St.Kramer,S:U.A.,bnw,Hist,H**
SK6,Judgement at Nuremberg,1961,D:St.Kramer,P:St.Kramer,"St:Roxlom, U.A.",bnw,Dram,Z*
SK8,Tm:It's a Mad Mad Mad Mad World,1963,D:St.Kramer,PN:,SU:,prc,Comd,aw
SK10,Ship of Fools,1965,D:St.Kramer,P:St.Kramer,St:U.A.,bnw,,H***
SK12,Guess Who's Coming to Dinner,1967,D:St.Kramer,P:St.Kramer,St:Columbia,Tcol,Dram,"AAN, AAN dir"
SK14,The Secret of Santa Vittoria,1969,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw
SK16,R.P.M.,1971,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw
SK17,Bless the Beasts and Children,1971,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw
SK20,Oklahoma Crude,1973,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw
SK22,Bless the Beasts and Children,1973,D:St.Kramer,P:St.Kramer,St:Columbia,col,Advt,H*
SK26,The Domino Principle,1977,D:St.Kramer,"PN:Lew Grade, Martin Starger",St:Associated General,CFcol,Susp,(H)
SK30,The Runner Stumbles,1979,D:St.Kramer,P:St.Kramer,SU:,prc,Ctxx,aw
SuH1,Children in the Classroom,1955,D:Hani,PU:,SU:,bnw,Docu,
SuH2,Children Who Draw Pictures,1956,D:Hani,PU:,SU:,bnw,Docu,
SuH10,Furyo Shonen,1961,D:Hani,PU:,St:Iwapami,bnw,Docu,
SuH14,Kanojo to Kare,1963,D:Hani,PU:,SU:,prc,Ctxx,
SuH15,Te o Tanagu Kora,1963,D:Hani,PU:,SU:,prc,Ctxx,
SuH20,Hatsui Jigokuhen,1968,D:Hani,PU:,SU:,prc,Ctxx,
ToG3,Will Penny,1968,D:Gries,PN:,SU:,prc,Ctxx,aw
ToG6,The Hawaiians,1970,D:Gries,PN:Walter Mirisch,St:U.A.,DeLuxe,Dram,H
ToG8,Glass House,1972,D:Gries,PN:,SU:,TV,CTxx,aw
ToG9,Tm:Lady Ice,1973,D:Gries,PN:,SU:,prc,CTxx,aw
ToG10,Breakout,1975,D:Gries,PN:,SU:,prc,Ctxx,aw
ToG15,Tm:Breakheart Pass,1976,D:Gries,PN:Jerry Gershwin,St:U.A.,DeLuxe,Susp,H*
ToG20,Tm:QB VII,1980,D:Gries,PN:,SU:,prc,CTxx,aw
ToG22,Tm:The Greatest,1980,D:Gries,PN:,SU:,prc,BioP,aw
VDa10,The Benny Goodman Story,1955,D:V.Davies,PN:Aaron Rosenberg,St:U-I,Tcol,"Misc,BiopP",H*
WiF10,Tm:John and Julie,1955,D:Fairchild,PN:Herbert Mason,St:Group Three,Ecol,"Romt,Comd",H
AbB1,The Price of Fear,1956,D:A.Biberman,PN:,SU:,prc,CTxx,aw
ABd,The Young Guns,1956,D:Band,PN:,SU:,prc,Actn,aw
ABd4,I Bury the Living,1957,D:Band,PN:,SU:,prc,Horr,aw
AVL2,The Abductors,1956,D:McLaglen,PN:Ray Wander,St:Fox,bnw,Dram,H*
AVL6,McLintock,1963,D:McLaglen,PN:,SU:,prc,Ctxx,aw
AVL7,Shenandoah,1965,D:McLaglen,PN:,SU:,prc,Dram,aw
AVL9,The Way West,1966,D:McLaglen,PN:,SU:,prc,West,aw
AVL10,Bandolero!,1968,D:McLaglen,PN:Robert L. Jacks,St:Fox,DeLuxe,West,-H
AVL11,The Undefeated,1969,D:McLaglen,PN:Robert L. Jacks,St:Fox,DeLuxe,West,H
AVL13,Hellfighters,1971,D:McLaglen,PN:,SU:,col,Actn,CG**
AVL17,One More Train to Rob,1971,D:McLaglen,PN:,SU:,prc,Ctxx,aw
AVL18,Something Big,1971,D:McLaglen,P:McLaglen,SU:,prc,Ctxx,aw
AVL19,Tm:The Abductors,1971,D:McLaglen,PN:,SU:,prc,CTxx,aw
AVL21,The Train Robbers,1973,D:McLaglen,PN:,SU:,prc,Ctxx,aw
AVL29,Fantastic Journey,1977,D:McLaglen,PN:,SU:,prc,Ctxx,aw
AVL30,The Wild Geese,1978,D:McLaglen,PN:Euan Lloyd,St:Rank,Ecol,Advt,H
AVL35,Tm:The Sea Wolves,1980,D:McLaglen,PN:Euan Lloyd,"St:Richmond, Lorimar",Ecol,Advt,H*
CD7,Nothing But the Best,1963,D:C.Donner,PN:,SU:,prc,Ctxx,aw
CD8,What's New Pussycat?,1965,D:C.Donner,P:Charlie Feldman,"St:U.A., Famous Artists",Tcol,Comd,aw
CD10,Here we go Round the Mulberry Bush,1967,D:C.Donner,PN:,SU:,prc,Ctxx,aw
CD11,Tm:Luv,1967,D:C.Donner,PN:,SU:,prc,Ctxx,aw
CD20,Old Dracula,1973,D:C.Donner,PN:Jach C. Wiener,St:AIP,col,Horr,aw
CD22,Vampira,1974,D:C.Donner,PN:Jack H. Wiener,St:Columbia,col,Comd,H
CD28,The Thief of Bagdad,1981,D:C.Donner,PN:,SU:,,Fant,H-
CD29,Charlie Chan and the Curse of the Dragon Queen,1981,D:C.Donner,PN:Jerry Sherlock,St:U.A.,CFcol,Advt,H
CD31,The Scarlet Pimpernel,1982,D:C.Donner,PN:,SU:,TV,,
CD33,A Christmas Carol,1982,D:C.Donner,PN:,SU:,TV,,
DMG1,Johnny Concho,1956,D:McGuire,PN:,SU:,prc,Ctxx,aw
DMG2,The Delicate Delinquent,1957,D:McGuire,PN:,SU:,,Comd,
FCk1,Whodunit,1956,D:F.Cockrell,P:Hitchcock,"St:Shamley,CBS",bnw,Susp,
FCk2,The Rose Garden,1956,D:F.Cockrell,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
FiC1,Patterns  of Power,1956,D:F.Cook,"PN:Jed Harris, Michael Myerberg","St:U.A., SL:GB",bnw,Dram,H***
FiC3,Big Hand for a Little Lady,1966,D:F.Cook,PN:,SU:,prc,Ctxx,aw
FiC4,How to Save A Marriage,1967,D:F.Cook,PN:,SU:,prc,Ctxx,aw
FiC5,Prudence and the Pill,1968,D:F.Cook,PN:,SU:,prc,Ctxx,aw
FiC11,Miracle on 34th Street,1973,D:F.Cook,PN:,SU:,TV,Dram,aw
FiC13,This Is The West That Was,1974,D:F.Cook,PN:,SU:,TV,,
FiC20,A Love Affair: The Eleanor and Lou Gehrig Story,1980,D:F.Cook,PN:,SU:,prc,BioP,aw
FrE10,The Violent Years,1956,D:Eichorn,"PN:OCamp, A.O. Bayer",St:Headliner,bnw,Porn,aw
FrL10,Tm:Great Locomotive Chase,1956,D:Lyon,PN:Lawrence Edward Watkin,St:Disney,TcolCS,Advt,H*
GeP10,Murder She Said,1963,D:Pollock,PN:George H. Brown,St:MGM,bnw,Mystp,H*
GeP15,Murder at the Gallop,1963,D:Pollock,PN:,SU:,,Myst,
GeP15,Murder Most Foul,1964,D:Pollock,PN:Lawrence P. Bachman,St:MGM,bnw,Myst,H
GeP18,Murder Ahoy,1964,D:Pollock,PN:,SU:,,Myst,
GeP25,Ten Little Indians,1965,D:Pollock,PN:,SU:,,Myst,H*
GeP40,Tm:The Electric Horseman,1979,D:Pollock,P:Ray Stark,"St:Columbia, Universal",Tcol,West,H*
GOw10,Kiss Before Dying,1956,D:G.Oswald,PN:,SU:,prc,Ctxx,aw
GOw15,Screaming Mimi,1958,D:G.Oswald,PN:,SU:,prc,Ctxx,aw
GOw20,Agent for H.A.R.M.,1966,D:G.Oswald,PN:,SU:,prc,Ctxx,aw
HeD100,The Belfry,1956,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD101,The Creeper,1956,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD102,Fog Closing In,1956,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD103,Kill with Kindness,1956,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD104,The Better Bargain,1956,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD105,My Brother Richard,1957,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD106,A Bootle of Wine,1957,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD107,The Cream of the Jest,1957,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD108,Father and Son,1957,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD109,Sylvia,1958,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD110,The Return of the Hero,1958,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD111,The Way Up to Heaven,1958,D:Daugherty,P:Hitchcock,"St:Shamley,NBC","bnw,TV",Susp,
HeD112,Little White Frock,1958,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD113,The Morning After,1959,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
HeD114,The Last Dark Step,1959,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
HeD115,The Diamond Necklace,1959,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
HeD116,The Dusty Drawer,1959,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
HeD117,Coyote Moon,1959,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
HeD118,The Blessington Method,1959,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
HeD119,Graduating Class,1959,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
HeD120,The Cure,1960,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
HeD121,"Mother, May I go out to Swim?",1960,D:Daugherty,"P:Hitchcock, J.Harrison","St:Shamley,CBS","bnw,TV",Susp,
HeD122,Outlaw in Town,1960,D:Daugherty,P:Hitchcock,"St:Shamley,NBC","bnw,TV",Susp,
HeD123,Summer Shade,1961,D:Daugherty,P:Hitchcock,"St:Shamley,NBC","bnw,TV",Susp,
HeD124,The Door Without a Key,1962,D:Daugherty,P:Hitchcock,"St:Shamley,NBC","bnw,TV",Susp,
HeD125,The Star Juror,1963,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD126,A Home Away From Home,1963,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HeD127,Nothing Ever Happens in Linvale,1963,D:Daugherty,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
HuC4,The Third Voice,1959,D:Cornfield,PN:,SU:,prc,Ctxx,aw
HuC7,The Night of the Following Day,1969,D:Cornfield,P:Cornfield,St:Universal,Tcol,Susp,H*
HuC1,title,1956,D:Cornfield,PN:,SU:,prc,Ctxx,aw
IML100,Jonathan,1956,D:J.M.Lucas,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,aw
IML101,Crackpot,1957,D:J.M.Lucas,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
IML102,Malice Domestic,1957,D:J.M.Lucas,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,aw
JaK4,The Shop on Main Street,1964,D:Kadar,PN:,St:Barranov,bnw,,"AA for, Z*"
JAn1,The Rainmaker,1956,D:Anthony,PN:,SU:,prc,Dram,aw
JAn2,The Matchmaker,1958,D:Anthony,PN:,SU:,prc,Ctxx,aw
JAn6,Tomorrow,1972,D:Anthony,"PN:Gilbert Pearlman, Paul Roebling",St:bnw,Z*,,
JNs100,Help Wanted,1956,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,
JNs101,The Orderly World of Mr. Appleby,1956,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,
JNs102,The Legacy,1956,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,
JNs103,Crack of Doom,1956,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,
JNs104,A Man Greatly Beloved,1957,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,
JNs105,The Mail Order Prophet,1957,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,
JNs106,Reward to Finder,1957,D:Neilson,"P:Hitchcock, J.Harrison","St:Shamley, CBS","bnw, TV",Susp,
JNs107,Rainy Day,1957,D:Neilson,P:Hitchcock,"St:Shamley, NBC","bnw, TV",Susp,
JNs108,The Percentage,1958,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,
JNs109,The Equalizer,1958,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,
JNs110,Meeting in Paris,1958,D:Neilson,P:Hitchcock,"St:Shamley, NBC","bnw, TV",Susp,
JNs111,Bull in a China Shop,1958,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,
JNs112,The Safe Place,1958,D:Neilson,P:Hitchcock,"St:Shamley, CBS","bnw, TV",Susp,
JNs210,Tm:Summer Magic,1963,D:Neilson,PN:Ron Miller,St:Disney,Tcol,Romt,H*
JqR5,Le Coup du Berger,1956,D:Rivette,PN:,SU:,prc,Ctxx,aw
JqR10,Paris Nous Appartient,1960,D:Rivette,PN:,SU:,prc,Ctxx,aw
JqR15,La Religieuse,1956,D:Rivette,PN:,SU:,prc,Ctxx,aw
JqR17,Paris Belongs to Us,1962,D:Rivette,PN:,SU:,prc,Susp,aw
JqR20,L'Amour Fou,1968,D:Rivette,PN:,SU:,,Dram,aw
JqR23,Out 1,1971,D:Rivette,PN:,SU:,,Dram,aw
JqR25,Celine and Julie Go Boating,1974,D:Rivette,PN:,SU:,prc,"Comd, Romt",aw
JqR30,La Vengeresse,1976,D:Rivette,PN:,SU:,prc,Ctxx,aw
JqR35,Merry Go Round,1978,D:Rivette,PN:,SU:,prc,Ctxx,aw
JqR43,Hurlevent,1985,D:Rivette,PN:,SU:,prc,Ctxx,aw
JqR50,La Belle Noiseuse,1991,D:Rivette,PN:,SU:,prc,Dram,aw
JqR55,Divertimento,1993,D:Rivette,PN:,SU:,prc,Dram,aw
JuB100,Alibi Me,1956,D:Bricken,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JuB101,Conversation Over A Corpse,1956,D:Bricken,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JuB102,The Three Dreams of Mr. Findlater,1957,D:Bricken,P:Hitchcock,"St:Shamley,CBS","bnw,TV",Susp,
JuB103,Night of the Execution,1957,D:*,P:Hitchcock,"St:Shamley, CBS",bnw,Susp,aw
JuB104,Touché,1959,D:*,P:Hitchcock,"St:Shamley, CBS",bnw,Susp,
LMa2,Frantic,1957,D:Malle,PN:,SU:,bnw,CnR,aw
LMa3,The Lovers,1958,D:Malle,PN:,SU:,prc,Ctxx,aw
LMa4,Zazie dans le Metro,1961,D:Malle,PN:,SU:,prc,Comd,aw
LMa5,A very Private Affair,1962,D:Malle,PU:,SU:,prc,Romt,
LMa6,Le fue Follet,1963,D:Malle,PN:,SU:,prc,Ctxx,aw
LMa10,Viva Maria!,1965,D:Malle,PU:,SU:,prc,Comd,
LMa17,Le Voleur,1967,D:Malle,PN:,SU:,prc,Ctxx,aw
LMa18,Souffle au Coeur,1971,D:Malle,PN:,SU:,,Romt,
LMa19,Lacombe Lucien,1975,D:Malle,PN:,SU:,prc,Ctxx,aw
LMa21,Pretty Baby,1978,D:Malle,PN:,SU:,prc,Dram,aw
LMa23,My Dinner With Andre,1981,D:Malle,PN:,SU:,prc,Comd,aw
LMa24,Atlantic City,1981,D:Malle,PN:,SU:,,Comd,BFA
LMa26,Tm:Crackers,1984,D:Malle,PN:,SU:,prc,CTxx,aw
LMa28,Alamo Bay,1987,D:Malle,PN:,SU:,prc,Ctxx,aw
LMa30,Au Revoir Les Enfants,1988,D:Malle,PN:,SU:,,Dram,AAN
LMa35,May Fools,1990,D:Malle,PN:,"St:Novelle editions, SD:Orion",,Comd,
LMa37,Damage,1992,D:Malle,"PN:Vincent Malle, Simon Relph",St:NewLine,col,Dram,
LMa40,Vanya on 42nd Street,1994,D:Malle,PN:,SU:,col,Dram,aw
MFe10,Queen Bee,1963,D:Ferreri,PN:,SU:,prc,Horr,aw
MFe20,Liza,1972,D:Ferreri,PN:,SU:,prc,Ctxx,aw
MFe25,The Grande Bouffe,1973,D:Ferreri,PN:,SU:,prc,Comd,aw
MFe30,Blowout,1975,D:Ferreri,PN:,SU:,prc,Ctxx,aw
MFe40,Tales of Ordinary Madness,1981,D:Ferreri,PN:,SU:,,Porn,
MR1,Edge of the City,1956,D:Ritt,PN:,SU:,prc,Ctxx,aw
MR2,No Down Payment,1957,D:Ritt,PN:Jerry Wald,SU:Fox,"bnw, CS",Ctxx,H**
MR3,The Long Hot Summer,1958,D:Ritt,PN:,SU:,col,Comd,aw
MR4,Black Orchid,1958,D:Ritt,"PN:Carlo Ponti, Marcello Girosi",St:Paramount,bnw,"Romt,Dram","H*, Venice Film Festival"
MR5,The Sound and the Fury,1959,D:Ritt,PN:,SU:,prc,Ctxx,aw
MR7,The Outrage,1961,D:Ritt,PU:,SU:,prc,Dram,
MR9,Hud,1963,D:Ritt,PN:,SU:,prc,West,aw
MR11,The Spy Who Came in from the Cold,1965,D:Ritt,P:Ritt,St:Paramount,bnw,Susp,
MR12,Hombre,1967,D:Ritt,PN:,SU:,prc,West,aw
MR13,The Brotherhood,1968,D:Ritt,PN:Kirk Douglas,St:Paramount,Tcol,Dram,H*
MR14,The Great White Hope,1970,D:Ritt,P:Turman,St:Fox,DeLuxe,Docu,H**
MR15,The Molly Macguires,1970,D:Ritt,"PN:Ritt, Walter Bernstein",St:Paramount,Tcol,"Docu,Dram",
MR17,Pete 'n Tillie,1972,D:Ritt,P:Julius Epstein,St:Universal,Tcol,"Comd,Romt",H*
MR19,The Front,1976,D:Ritt,P:Ritt,St:Columbia,Mcol,"Comd,Dram",aw
MR21,Norma Rae,1979,D:Ritt,"P:Tamara Asseyev, Alex Rose",St:Fox,DeLuxe,Dram,H
MR25,Back Roads,1980,D:Ritt,PN:Ronald Shedlo,St:CBS,DeLuxe,Romt,H
MR29,Cross Creek,1983,D:Ritt,PN:Robert B. Radnitz,St:EMI,Tcol,BioP,(H*)
MR30,Nuts,1987,D:Ritt,P:Streisand,"St:Barwood, SD:Warners",Tcol,"Dram,BioP",
MR34,Iris and Stanley,1989,D:Ritt,PN:,St:MGM,DuArtcol,Romt,aw
NAC10,Jungle Hell,1956,D:Cerf,P:Cerf,SU:,bnw,ScFi,aw
RoL10,Anything Goes,1956,D:R.Lewis,PN:Robert Emmett Dolan,St:Paramount,Tcol,Musc,aw
RoL59,Tm:Fallen Angel,1980,D:Lewis,PN:,SU:,prc,CTxx,aw
RoL60,Tm:If Things Were Different,1980,D:Lewis,PN:,SU:,prc,CTxx,aw
RoV1,And God Created Woman,1956,D:Vadim,PN:Raoul Levy,St:Iena,EcolCS,Porn,H
RoV2,Heaven Fell That Night,1957,D:Vadim,PN:,SU:,,Dram,aw
RoV3,Les Liaisons Dangereuses,1959,D:Vadim,PN:,St:Film Marceau,bnw,Dram,H*
RoV5,Blood and Roses,1964,D:Vadim,PN:,SU:,prc,Romt,
RoV7,La Ronde,1964,D:Vadim,P:DeLaurentiis,St:Columbia,Ecol,Romt,H
RoV10,Barbarella,1968,D:Vadim,"PN:Robert Hakim, Raymond Hakim",SL:Fr,Tcol,ScFi,H*
RoV13,Pretty Maids All in a Row,1971,D:Vadim,PN:Gene Roddenberry,St:MGM,Mcol,Horr,H*
RoV15,Don Juan,1973,D:Vadim,PN:,SU:,col,Romt,-H
TPo8,Tm:Hang 'Em High,1967,D:Post,PN:,SU:,prc,Ctxx,aw
TPo12,The Harrad Experiment,1973,D:Post,PN:Dennis F. Stevens,St:Cinema Arts,Ecol,Porn,H
TPo13,Magnum Force,1973,D:Post,PN:,SU:,prc,CTxx,H
TPo14,Tm:The Baby,1973,D:Post,PN:,SU:,prc,CTxx,aw
TPo16,The Harrad Summer,1974,D:Post,PN:,SU:,col,Porn,
TPo20,Tm:Go Tell the Spartans,1978,D:Post,PN:,SU:,prc,CTxx,aw
TPo21,Tm:Good Guys Wear Black,1978,D:Post,PN:,SU:,prc,Actn,CG*
TPo24,Tm:Diary of a Teenage Hitchhiker,1979,D:Post,PN:,SU:,prc,CTxx,aw
Z5610,Her Bridal Night,1956,D:Unknown56,PU:,SU:,prc,Romt,
Z5615,Mademoiselle Striptease,1957,D:Unknown56,PU:,SU:,prc,"Romt, Porn",
ArH101,Flight to the East,1958,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,CBS",,Susp,
ArH102,Disappearing Trick,1958,D:Hiller,"P:Hitchcock, J.Harerison","St:Shamley,CBS",,Susp,
ArH103,The Festive Season,1958,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,CBS",,Susp,
ArH104,Post-Mortem,1958,D:Hiller,P:Hitchcock,"St:Shamley,CBS",,Susp,
ArH105,The Voice in the Night,1958,D:Hiller,P:Hitchcock,"St:Shamley, NBC","bnw,TV","Susp,ScFi",
ArH106,The Jokester,1958,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,CBS",,Susp,
ArH107,And the Desert Shall Blossom,1958,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,CBS",,Susp,
ArH108,Mrs. Herman and Mrs. Fenimore,1958,D:Hiller,"P:Hitchcock, J.Harrison","St:Shamley,CBS",,Susp,
